,label,text,precautions
614,hepatitis b,itching  fatigue  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
615,hepatitis b,itching  fatigue  lethargy  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
616,hepatitis b,itching  fatigue  lethargy  yellowish skin  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
617,hepatitis b,itching  fatigue  lethargy  yellowish skin  dark urine  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
618,hepatitis b,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
619,hepatitis b,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
620,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  family history,Consult nearest hospital  vaccination  eat healthy  medication
621,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
622,hepatitis c,yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
623,hepatitis c,fatigue  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
624,hepatitis c,fatigue  yellowish skin  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
625,hepatitis c,fatigue  yellowish skin  nausea  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
626,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  family history,Consult nearest hospital  vaccination  eat healthy  medication
627,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes,Consult nearest hospital  vaccination  eat healthy  medication
628,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
629,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
630,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
631,hepatitis d,vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
632,hepatitis d,joint pain  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
633,hepatitis d,joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
634,hepatitis d,joint pain  vomiting  fatigue  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
635,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
636,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
637,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
638,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  yellowing of eyes,consult doctor  medication  eat healthy  follow up
639,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain,consult doctor  medication  eat healthy  follow up
640,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
641,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
642,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
643,hepatitis e,vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
644,hepatitis e,joint pain  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
645,hepatitis e,joint pain  vomiting  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
646,hepatitis e,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
647,hepatitis e,joint pain  vomiting  fatigue  high fever  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
648,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
649,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
650,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
651,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
652,alcoholic hepatitis,yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
653,alcoholic hepatitis,vomiting  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
654,alcoholic hepatitis,vomiting  yellowish skin  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
655,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
656,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
657,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
658,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption,stop alcohol consumption  consult doctor  medication  follow up
659,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
660,tuberculosis,chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
661,tuberculosis,chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
662,tuberculosis,vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
663,tuberculosis,chills  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
664,tuberculosis,chills  vomiting  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
665,tuberculosis,chills  vomiting  fatigue  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
